id,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
2485,<0,9,all paid,business,3430,<100,<1,4,male single,none,4,life insurance,63,none,own,1,skilled,1,yes,yes,bad
2486,no checking,15,critical/other existing credit,radio/tv,1422,100<=X<500,1<=X<4,3,male single,none,4,real estate,52,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
2487,0<=X<200,24,no credits/all paid,furniture/equipment,1372,no known savings,4<=X<7,1,female div/dep/mar,none,2,car,32,none,rent,2,unskilled resident,1,none,yes,good
2488,no checking,18,critical/other existing credit,used car,1546,no known savings,1<=X<4,4,female div/dep/mar,none,2,life insurance,25,none,own,2,skilled,1,none,yes,good
2489,<0,12,critical/other existing credit,furniture/equipment,1055,<100,unemployed,2,male single,none,4,car,61,stores,own,2,unskilled resident,2,none,yes,good
2490,<0,24,existing paid,radio/tv,3386,<100,1<=X<4,4,female div/dep/mar,none,3,real estate,23,bank,own,2,high qualif/self emp/mgmt,1,none,yes,good
2491,0<=X<200,48,critical/other existing credit,radio/tv,1597,<100,4<=X<7,4,female div/dep/mar,none,4,car,30,stores,rent,1,unskilled resident,1,yes,yes,bad
2492,0<=X<200,30,critical/other existing credit,radio/tv,932,<100,1<=X<4,4,male single,none,3,car,61,none,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
2493,<0,36,delayed previously,radio/tv,915,<100,>=7,2,female div/dep/mar,none,2,car,30,none,own,2,skilled,2,none,yes,good
2494,0<=X<200,12,existing paid,furniture/equipment,3148,<100,<1,4,male single,none,4,no known property,25,bank,own,2,unskilled resident,1,yes,yes,good
2495,0<=X<200,24,delayed previously,radio/tv,12976,100<=X<500,1<=X<4,4,male single,none,4,real estate,31,none,own,2,unskilled resident,2,yes,yes,bad
2496,<0,12,existing paid,furniture/equipment,1258,500<=X<1000,4<=X<7,3,female div/dep/mar,none,2,car,27,none,own,2,skilled,1,none,yes,good
2497,0<=X<200,36,existing paid,furniture/equipment,4746,500<=X<1000,<1,2,male mar/wid,none,4,real estate,28,none,rent,2,unemp/unskilled non res,1,none,yes,good
2498,0<=X<200,12,existing paid,repairs,9629,<100,1<=X<4,4,female div/dep/mar,none,2,life insurance,20,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
2499,0<=X<200,12,existing paid,furniture/equipment,1927,no known savings,1<=X<4,4,female div/dep/mar,none,4,car,62,none,own,2,high qualif/self emp/mgmt,2,none,yes,good
2500,0<=X<200,12,existing paid,new car,2315,<100,4<=X<7,4,male single,none,2,car,42,none,rent,1,skilled,1,yes,yes,good
2501,<0,12,existing paid,business,3496,<100,1<=X<4,4,female div/dep/mar,none,4,no known property,23,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
2502,<0,15,all paid,used car,884,no known savings,<1,4,male mar/wid,none,4,life insurance,36,none,own,2,skilled,1,none,yes,good
2503,no checking,10,no credits/all paid,furniture/equipment,939,no known savings,1<=X<4,2,male mar/wid,none,3,no known property,47,none,own,1,skilled,2,none,yes,bad
2504,<0,18,delayed previously,new car,3485,<100,<1,4,female div/dep/mar,none,3,life insurance,26,none,own,2,unskilled resident,1,yes,yes,bad
2505,<0,21,critical/other existing credit,new car,1123,<100,1<=X<4,1,male single,none,2,real estate,35,none,own,1,unskilled resident,1,none,yes,good
2506,0<=X<200,18,delayed previously,new car,4151,<100,1<=X<4,4,male single,none,3,real estate,30,bank,own,2,high qualif/self emp/mgmt,1,none,yes,bad
2507,<0,39,existing paid,furniture/equipment,6568,<100,4<=X<7,4,female div/dep/mar,none,2,car,25,none,own,2,unskilled resident,1,yes,yes,bad
2508,0<=X<200,42,existing paid,new car,3590,<100,>=7,4,male single,none,4,real estate,31,none,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
2509,0<=X<200,12,existing paid,furniture/equipment,958,no known savings,>=7,4,male single,none,4,no known property,26,none,for free,2,skilled,1,none,yes,good
2510,no checking,24,existing paid,new car,2359,<100,1<=X<4,4,male single,none,4,real estate,29,none,own,2,skilled,2,none,no,good
2511,>=200,18,existing paid,education,3114,<100,<1,2,male single,none,2,car,24,none,rent,1,skilled,1,yes,yes,good
2512,no checking,12,critical/other existing credit,furniture/equipment,1422,no known savings,>=7,4,male single,none,4,car,27,none,rent,1,skilled,2,none,no,bad
2513,0<=X<200,9,existing paid,radio/tv,2337,<100,>=7,4,female div/dep/mar,none,2,car,39,none,own,2,high qualif/self emp/mgmt,2,yes,yes,good
2514,0<=X<200,42,critical/other existing credit,domestic appliance,362,<100,1<=X<4,4,female div/dep/mar,guarantor,4,life insurance,33,none,own,1,unskilled resident,1,none,yes,bad
2515,<0,12,critical/other existing credit,radio/tv,3235,500<=X<1000,1<=X<4,2,male div/sep,none,1,no known property,26,none,own,1,skilled,1,yes,yes,good
2516,no checking,36,existing paid,used car,3905,no known savings,4<=X<7,4,male single,none,2,life insurance,40,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
2517,no checking,24,existing paid,business,2659,no known savings,4<=X<7,4,male single,co applicant,1,car,33,none,own,2,skilled,1,yes,yes,bad
2518,no checking,18,existing paid,radio/tv,1516,no known savings,>=7,2,male single,none,4,real estate,24,bank,own,1,skilled,1,yes,yes,good
2519,0<=X<200,15,existing paid,radio/tv,2235,<100,4<=X<7,1,male mar/wid,none,4,life insurance,51,none,own,2,unskilled resident,1,none,yes,good
2520,0<=X<200,27,critical/other existing credit,business,6260,<100,>=7,4,male mar/wid,none,4,life insurance,51,none,own,1,skilled,1,none,yes,bad
2521,no checking,18,existing paid,radio/tv,3660,<100,1<=X<4,4,male mar/wid,none,2,life insurance,29,none,own,2,skilled,2,none,yes,good
2522,<0,36,no credits/all paid,radio/tv,3190,<100,4<=X<7,2,male single,none,2,real estate,37,none,own,2,skilled,2,yes,yes,good
2523,no checking,6,critical/other existing credit,business,3844,no known savings,<1,1,male single,none,2,car,49,none,own,1,skilled,2,none,yes,good
2524,<0,6,critical/other existing credit,domestic appliance,10297,>=1000,1<=X<4,4,male div/sep,none,2,life insurance,32,none,own,1,skilled,1,none,yes,good
2525,0<=X<200,15,existing paid,education,3378,no known savings,1<=X<4,3,male mar/wid,none,3,car,29,bank,rent,2,skilled,1,none,yes,bad
2526,no checking,48,existing paid,business,6199,<100,>=7,4,male mar/wid,none,4,real estate,47,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
2527,0<=X<200,24,existing paid,retraining,3676,<100,>=7,2,male single,none,4,car,68,none,own,1,high qualif/self emp/mgmt,2,none,yes,good
2528,no checking,36,existing paid,radio/tv,894,<100,>=7,4,male mar/wid,none,4,real estate,31,none,own,1,skilled,1,none,yes,good
2529,<0,18,existing paid,used car,1050,100<=X<500,<1,4,male single,none,3,no known property,55,none,rent,2,high qualif/self emp/mgmt,1,none,yes,bad
2530,no checking,24,existing paid,radio/tv,6742,500<=X<1000,>=7,2,male single,none,2,car,28,none,own,2,skilled,1,none,yes,good
2531,no checking,12,critical/other existing credit,furniture/equipment,1107,<100,1<=X<4,1,female div/dep/mar,none,2,real estate,53,none,rent,1,unskilled resident,1,yes,yes,good
2532,>=200,12,delayed previously,business,1300,<100,4<=X<7,4,female div/dep/mar,none,3,car,37,none,own,1,skilled,1,yes,yes,bad
2533,<0,60,critical/other existing credit,used car,3031,<100,4<=X<7,3,female div/dep/mar,none,4,real estate,22,none,own,1,skilled,1,none,yes,good
2534,0<=X<200,12,existing paid,new car,1842,<100,1<=X<4,3,female div/dep/mar,none,1,life insurance,26,none,own,1,unskilled resident,2,none,yes,bad
2535,<0,36,critical/other existing credit,radio/tv,2249,<100,>=7,4,male single,co applicant,4,car,24,bank,own,2,skilled,2,none,yes,good
2536,0<=X<200,10,existing paid,furniture/equipment,5433,<100,<1,4,male single,guarantor,2,car,38,none,for free,1,skilled,1,none,yes,good
2537,0<=X<200,24,existing paid,business,6568,no known savings,1<=X<4,3,male single,none,2,life insurance,24,none,rent,1,skilled,1,none,yes,good
2538,<0,24,existing paid,furniture/equipment,3275,<100,>=7,3,female div/dep/mar,none,3,car,25,none,own,1,unskilled resident,1,none,yes,bad
2539,<0,9,existing paid,new car,5103,<100,4<=X<7,2,male single,guarantor,4,life insurance,66,none,own,1,skilled,1,none,yes,good
2540,<0,12,existing paid,new car,1291,<100,<1,4,male single,none,4,car,26,none,for free,2,skilled,1,yes,yes,good
2541,>=200,10,critical/other existing credit,new car,2116,<100,1<=X<4,4,male single,none,4,life insurance,30,none,own,1,skilled,1,none,yes,good
2542,0<=X<200,12,critical/other existing credit,business,6260,<100,1<=X<4,2,male mar/wid,none,4,no known property,23,none,own,2,skilled,1,yes,yes,bad
2543,0<=X<200,16,critical/other existing credit,radio/tv,2302,500<=X<1000,1<=X<4,4,male single,none,3,life insurance,23,bank,own,1,skilled,1,yes,yes,bad
2544,0<=X<200,15,existing paid,new car,4297,<100,1<=X<4,4,female div/dep/mar,none,1,no known property,30,none,own,1,unskilled resident,1,none,yes,good
2545,<0,36,critical/other existing credit,radio/tv,931,<100,>=7,1,male single,none,4,car,30,none,own,2,skilled,2,none,yes,good
2546,no checking,6,existing paid,new car,13756,500<=X<1000,>=7,3,male single,none,2,car,24,none,own,1,unskilled resident,1,none,yes,bad
2547,no checking,30,critical/other existing credit,used car,727,<100,4<=X<7,4,female div/dep/mar,none,3,no known property,42,none,own,1,unskilled resident,1,none,yes,good
2548,0<=X<200,6,critical/other existing credit,business,741,<100,>=7,4,male single,none,2,life insurance,64,bank,own,1,skilled,1,none,yes,bad
2549,no checking,48,existing paid,used car,2675,no known savings,>=7,4,female div/dep/mar,none,2,car,43,none,rent,1,high qualif/self emp/mgmt,1,none,yes,bad
2550,<0,12,critical/other existing credit,furniture/equipment,2684,<100,1<=X<4,2,male single,none,3,real estate,26,bank,own,2,skilled,1,none,yes,good
2551,no checking,9,existing paid,radio/tv,1936,<100,>=7,1,female div/dep/mar,guarantor,2,life insurance,25,bank,rent,1,skilled,1,none,yes,good
2552,<0,18,critical/other existing credit,radio/tv,3676,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,37,none,own,1,skilled,1,none,yes,good
2553,0<=X<200,9,existing paid,new car,926,<100,4<=X<7,4,male mar/wid,none,4,real estate,34,none,own,2,skilled,1,none,yes,good
2554,no checking,9,existing paid,radio/tv,625,>=1000,>=7,4,female div/dep/mar,none,4,car,22,none,own,1,skilled,1,none,yes,bad
2555,<0,10,existing paid,used car,745,100<=X<500,1<=X<4,3,female div/dep/mar,co applicant,2,no known property,24,none,own,2,skilled,1,none,yes,bad
2556,<0,11,existing paid,radio/tv,8386,<100,unemployed,2,male single,none,1,life insurance,34,none,own,2,skilled,1,none,yes,bad
2557,no checking,30,existing paid,new car,3832,100<=X<500,>=7,1,male single,none,1,real estate,33,none,own,2,skilled,1,yes,yes,good
2558,<0,18,delayed previously,furniture/equipment,3552,100<=X<500,>=7,2,female div/dep/mar,guarantor,1,real estate,25,none,own,2,skilled,2,yes,no,bad
2559,<0,6,existing paid,used car,1647,<100,1<=X<4,2,male single,none,2,real estate,31,bank,for free,2,skilled,1,yes,yes,good
2560,<0,24,existing paid,education,3757,<100,4<=X<7,1,male single,none,4,no known property,58,none,own,3,high qualif/self emp/mgmt,1,yes,yes,bad
2561,<0,15,existing paid,new car,9055,<100,1<=X<4,1,male mar/wid,none,4,no known property,23,none,own,2,skilled,1,yes,yes,good
2562,<0,18,critical/other existing credit,used car,2181,<100,1<=X<4,1,male single,none,2,no known property,42,none,own,2,skilled,2,yes,yes,bad
2563,no checking,48,existing paid,other,3651,no known savings,1<=X<4,2,male div/sep,none,1,car,66,none,own,2,skilled,2,none,yes,bad
2564,0<=X<200,24,existing paid,business,10722,100<=X<500,1<=X<4,1,male single,none,2,car,36,none,own,2,skilled,1,none,yes,bad
2565,no checking,36,existing paid,used car,1542,<100,>=7,4,male single,none,2,car,42,none,rent,1,skilled,1,none,yes,bad
2566,<0,6,existing paid,furniture/equipment,4657,100<=X<500,unemployed,3,male single,none,4,no known property,32,none,own,2,skilled,1,yes,yes,good
2567,no checking,18,existing paid,furniture/equipment,2570,>=1000,<1,1,male single,none,2,life insurance,25,none,own,1,skilled,2,none,yes,good
2568,no checking,20,existing paid,new car,6761,<100,<1,2,female div/dep/mar,none,4,car,22,none,rent,2,unskilled resident,1,none,yes,bad
2569,<0,15,existing paid,furniture/equipment,5003,100<=X<500,>=7,3,female div/dep/mar,none,4,no known property,32,none,own,2,skilled,2,none,yes,good
2570,0<=X<200,36,existing paid,repairs,7409,<100,>=7,3,male single,none,4,car,29,none,own,1,unskilled resident,1,yes,yes,bad
2571,0<=X<200,6,existing paid,radio/tv,666,<100,1<=X<4,3,male single,none,4,real estate,49,none,own,1,skilled,2,none,yes,good
2572,no checking,24,existing paid,repairs,3931,no known savings,1<=X<4,3,male single,none,4,life insurance,31,bank,for free,1,skilled,1,none,yes,good
2573,<0,12,delayed previously,new car,639,<100,>=7,2,male single,none,4,no known property,23,none,for free,1,skilled,1,yes,no,good
2574,0<=X<200,18,existing paid,radio/tv,4811,no known savings,1<=X<4,1,male single,none,4,car,28,none,own,2,unskilled resident,1,none,yes,good
2575,no checking,9,existing paid,furniture/equipment,2996,no known savings,4<=X<7,4,male single,none,2,life insurance,41,none,own,1,skilled,1,none,yes,good
2576,0<=X<200,18,existing paid,radio/tv,1413,<100,>=7,3,female div/dep/mar,none,4,no known property,23,bank,own,1,unskilled resident,1,none,yes,bad
2577,<0,36,existing paid,used car,3160,500<=X<1000,1<=X<4,4,male single,none,4,life insurance,22,none,for free,1,high qualif/self emp/mgmt,1,none,yes,bad
2578,no checking,9,existing paid,new car,2606,<100,4<=X<7,4,male single,none,2,real estate,27,none,rent,1,high qualif/self emp/mgmt,1,none,yes,bad
2579,no checking,18,existing paid,furniture/equipment,684,<100,1<=X<4,3,female div/dep/mar,none,2,no known property,27,none,own,1,skilled,1,none,yes,good
2580,>=200,9,all paid,radio/tv,1126,<100,<1,1,female div/dep/mar,none,4,life insurance,26,none,own,1,skilled,1,none,yes,bad
2581,no checking,27,existing paid,radio/tv,1927,>=1000,>=7,4,male single,none,2,real estate,33,none,own,2,unskilled resident,1,yes,yes,good
2582,no checking,9,delayed previously,used car,5965,no known savings,unemployed,2,female div/dep/mar,none,4,car,39,none,own,4,high qualif/self emp/mgmt,1,yes,yes,bad
2583,<0,12,existing paid,business,9566,100<=X<500,4<=X<7,4,male single,none,1,car,23,none,own,1,skilled,2,yes,yes,good
2584,no checking,30,critical/other existing credit,radio/tv,12749,no known savings,1<=X<4,2,male single,none,3,real estate,25,bank,own,2,unskilled resident,1,none,yes,good
2585,no checking,11,critical/other existing credit,new car,1721,<100,1<=X<4,1,male single,none,2,car,35,stores,own,2,skilled,1,none,yes,good
2586,<0,36,existing paid,repairs,8978,no known savings,1<=X<4,4,male single,none,2,car,24,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
2587,<0,15,delayed previously,radio/tv,697,no known savings,<1,2,male single,none,2,life insurance,26,none,own,1,skilled,1,none,yes,bad
2588,0<=X<200,12,existing paid,used car,1766,<100,1<=X<4,4,female div/dep/mar,none,4,car,37,bank,own,1,skilled,1,yes,yes,bad
2589,<0,12,existing paid,new car,6143,no known savings,<1,2,male single,none,4,car,47,none,own,1,unemp/unskilled non res,1,none,yes,good
2590,>=200,10,existing paid,new car,1837,<100,>=7,4,female div/dep/mar,none,3,real estate,24,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
2591,<0,42,critical/other existing credit,radio/tv,3343,500<=X<1000,>=7,3,male single,none,3,real estate,26,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,good
2592,no checking,18,critical/other existing credit,repairs,4530,<100,<1,4,female div/dep/mar,none,4,car,32,bank,rent,1,high qualif/self emp/mgmt,1,none,yes,good
2593,0<=X<200,42,critical/other existing credit,furniture/equipment,14318,100<=X<500,4<=X<7,4,male single,none,2,car,39,none,rent,2,skilled,2,none,yes,good
2594,no checking,45,no credits/all paid,furniture/equipment,2150,>=1000,4<=X<7,2,male single,none,4,car,34,none,own,2,skilled,1,none,yes,bad
2595,no checking,30,existing paid,furniture/equipment,1552,<100,unemployed,3,male single,none,1,life insurance,31,none,rent,2,skilled,2,yes,yes,good
2596,no checking,12,critical/other existing credit,used car,15653,<100,1<=X<4,2,female div/dep/mar,none,4,real estate,22,none,own,1,skilled,1,none,yes,bad
2597,no checking,24,critical/other existing credit,repairs,1823,100<=X<500,<1,4,female div/dep/mar,co applicant,4,car,24,stores,rent,1,unskilled resident,1,none,yes,good
2598,0<=X<200,9,existing paid,new car,2782,no known savings,1<=X<4,4,male single,none,4,life insurance,37,none,own,1,skilled,1,yes,yes,bad
2599,0<=X<200,36,existing paid,radio/tv,1149,<100,<1,3,male single,none,4,car,29,bank,rent,2,unskilled resident,1,yes,yes,good
2600,no checking,18,existing paid,new car,4594,<100,>=7,4,male single,co applicant,2,life insurance,33,none,own,1,unskilled resident,1,yes,yes,good
2601,no checking,15,existing paid,new car,3349,<100,>=7,1,male single,guarantor,4,life insurance,38,none,own,2,skilled,1,none,yes,good
2602,<0,12,existing paid,radio/tv,1154,<100,>=7,2,male single,none,2,car,53,bank,own,1,skilled,1,none,yes,good
2603,no checking,72,critical/other existing credit,radio/tv,1169,<100,1<=X<4,1,male single,none,4,no known property,27,bank,own,2,high qualif/self emp/mgmt,1,none,yes,good
2604,0<=X<200,18,critical/other existing credit,repairs,707,<100,1<=X<4,3,female div/dep/mar,none,4,car,54,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
2605,no checking,6,existing paid,radio/tv,1410,<100,<1,2,male div/sep,none,1,car,33,none,rent,2,skilled,1,yes,yes,bad
2606,no checking,24,critical/other existing credit,education,1403,no known savings,unemployed,4,female div/dep/mar,none,1,car,23,none,rent,1,skilled,1,none,yes,good
2607,0<=X<200,18,critical/other existing credit,radio/tv,1358,<100,4<=X<7,3,female div/dep/mar,none,4,car,30,none,own,2,skilled,2,none,yes,good
2608,<0,24,existing paid,radio/tv,1308,<100,1<=X<4,4,female div/dep/mar,co applicant,1,car,48,none,own,2,skilled,1,none,yes,good
2609,>=200,21,no credits/all paid,used car,1549,500<=X<1000,4<=X<7,4,male single,none,4,life insurance,45,none,own,1,skilled,2,yes,yes,bad
2610,0<=X<200,12,all paid,new car,652,<100,1<=X<4,4,male single,none,4,no known property,33,none,own,1,skilled,1,yes,yes,good
2611,no checking,12,delayed previously,furniture/equipment,5302,<100,>=7,1,male single,none,2,car,37,none,own,1,skilled,1,yes,yes,good
2612,<0,15,critical/other existing credit,business,5381,<100,4<=X<7,1,male single,none,3,life insurance,33,none,for free,4,skilled,1,none,yes,bad
2613,no checking,12,existing paid,radio/tv,4583,<100,1<=X<4,3,male mar/wid,none,2,life insurance,27,none,own,2,unskilled resident,1,none,yes,bad
2614,0<=X<200,9,delayed previously,used car,2578,<100,4<=X<7,2,male single,none,4,real estate,36,none,own,1,skilled,1,none,yes,bad
2615,no checking,48,delayed previously,new car,3959,>=1000,>=7,3,male single,none,4,real estate,63,none,own,1,skilled,1,none,yes,good
2616,<0,30,existing paid,radio/tv,1203,<100,1<=X<4,2,female div/dep/mar,none,3,life insurance,27,bank,own,1,unemp/unskilled non res,1,yes,yes,good
2617,0<=X<200,9,existing paid,education,959,no known savings,<1,4,female div/dep/mar,none,2,car,42,bank,for free,2,skilled,1,none,yes,good
2618,<0,18,existing paid,other,1047,<100,1<=X<4,4,female div/dep/mar,none,2,car,33,bank,rent,1,skilled,1,yes,yes,good
2619,no checking,18,all paid,new car,2613,>=1000,1<=X<4,2,female div/dep/mar,none,4,car,37,bank,own,1,skilled,1,yes,yes,bad
2620,no checking,18,delayed previously,repairs,4675,<100,<1,4,female div/dep/mar,none,4,car,34,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
2621,<0,12,existing paid,furniture/equipment,2145,<100,unemployed,1,female div/dep/mar,none,4,real estate,34,none,rent,1,skilled,1,none,yes,good
2622,no checking,30,critical/other existing credit,education,3573,no known savings,<1,4,male single,none,3,life insurance,59,none,own,1,skilled,1,yes,yes,good
2623,no checking,45,existing paid,furniture/equipment,1240,no known savings,4<=X<7,2,male single,none,3,real estate,33,bank,own,1,skilled,1,none,yes,bad
2624,>=200,12,existing paid,new car,2831,<100,1<=X<4,4,male div/sep,none,3,life insurance,31,none,own,3,skilled,2,yes,yes,good
2625,0<=X<200,24,existing paid,new car,1288,<100,1<=X<4,1,female div/dep/mar,none,4,real estate,31,none,own,2,skilled,2,none,yes,good
2626,no checking,12,existing paid,new car,2978,>=1000,<1,2,female div/dep/mar,none,4,life insurance,32,none,own,1,skilled,1,yes,yes,bad
2627,<0,9,existing paid,business,4591,no known savings,>=7,3,male single,none,3,real estate,39,stores,own,1,high qualif/self emp/mgmt,1,none,yes,good
2628,>=200,18,critical/other existing credit,new car,3595,<100,1<=X<4,3,male single,co applicant,4,real estate,27,none,for free,1,skilled,1,none,yes,good
2629,no checking,6,existing paid,furniture/equipment,12389,no known savings,>=7,2,male single,none,4,life insurance,32,none,own,1,skilled,1,none,yes,bad
2630,no checking,18,existing paid,new car,1478,<100,>=7,4,male single,guarantor,2,real estate,20,none,own,2,skilled,1,none,yes,good
2631,0<=X<200,12,existing paid,furniture/equipment,2896,<100,unemployed,3,female div/dep/mar,none,1,no known property,63,none,rent,2,high qualif/self emp/mgmt,1,none,yes,good
2632,no checking,12,delayed previously,radio/tv,3556,<100,1<=X<4,4,male single,none,4,no known property,41,none,for free,2,skilled,1,yes,yes,bad
2633,no checking,36,delayed previously,used car,4370,100<=X<500,1<=X<4,4,male div/sep,none,3,real estate,29,none,own,1,skilled,2,yes,yes,good
2634,0<=X<200,18,delayed previously,furniture/equipment,1382,no known savings,1<=X<4,2,male single,none,1,real estate,36,none,own,1,unskilled resident,2,yes,yes,good
2635,<0,48,critical/other existing credit,new car,709,100<=X<500,<1,3,female div/dep/mar,none,2,car,30,bank,own,2,skilled,1,yes,yes,good
2636,no checking,18,existing paid,new car,660,<100,4<=X<7,1,male single,none,2,life insurance,31,none,own,1,skilled,1,none,yes,good
2637,0<=X<200,12,critical/other existing credit,education,18424,<100,>=7,4,male single,guarantor,2,life insurance,58,none,rent,1,unskilled resident,1,none,yes,bad
2638,no checking,18,existing paid,radio/tv,1237,100<=X<500,1<=X<4,4,male single,none,4,car,31,none,own,2,skilled,1,none,yes,good
2639,no checking,21,existing paid,used car,3049,<100,1<=X<4,4,male single,none,4,real estate,32,bank,own,2,skilled,1,yes,yes,good
2640,<0,12,existing paid,furniture/equipment,10623,no known savings,1<=X<4,2,male single,guarantor,2,car,28,none,own,1,skilled,1,none,yes,good
2641,no checking,24,existing paid,repairs,2629,no known savings,unemployed,2,male single,none,4,car,51,bank,own,1,high qualif/self emp/mgmt,2,none,yes,good
2642,no checking,36,critical/other existing credit,furniture/equipment,1346,<100,4<=X<7,4,female div/dep/mar,none,4,car,35,none,own,2,skilled,1,none,yes,good
2643,<0,10,existing paid,furniture/equipment,1817,500<=X<1000,1<=X<4,4,male single,none,1,car,47,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
2644,<0,6,existing paid,radio/tv,10222,<100,1<=X<4,2,male single,guarantor,3,no known property,46,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,good
2645,>=200,15,critical/other existing credit,new car,7980,<100,<1,1,female div/dep/mar,none,2,real estate,39,bank,own,1,skilled,1,yes,yes,good
2646,no checking,24,existing paid,furniture/equipment,1313,<100,>=7,3,male single,none,3,life insurance,31,none,own,1,unskilled resident,2,yes,yes,good
2647,no checking,24,critical/other existing credit,furniture/equipment,682,<100,>=7,3,male single,co applicant,3,real estate,31,none,own,1,skilled,1,none,yes,bad
2648,<0,18,existing paid,radio/tv,1136,no known savings,>=7,1,male single,none,2,car,28,none,rent,2,skilled,1,none,yes,bad
2649,no checking,9,critical/other existing credit,furniture/equipment,4712,no known savings,4<=X<7,2,female div/dep/mar,none,4,no known property,30,none,own,1,skilled,1,none,yes,bad
2650,>=200,36,existing paid,new car,2631,500<=X<1000,1<=X<4,1,male single,guarantor,2,real estate,31,none,own,4,high qualif/self emp/mgmt,2,none,yes,good
2651,<0,12,critical/other existing credit,repairs,6288,500<=X<1000,1<=X<4,1,male mar/wid,none,4,car,45,none,rent,2,high qualif/self emp/mgmt,2,none,yes,good
2652,<0,24,no credits/all paid,furniture/equipment,1577,no known savings,<1,3,female div/dep/mar,none,1,life insurance,26,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
2653,0<=X<200,24,all paid,used car,3656,<100,>=7,2,male single,guarantor,1,car,45,stores,own,1,skilled,1,none,yes,good
2654,>=200,48,critical/other existing credit,radio/tv,5842,no known savings,>=7,4,male single,none,4,car,23,none,own,2,unskilled resident,1,yes,yes,bad
2655,>=200,10,no credits/all paid,furniture/equipment,1107,no known savings,>=7,4,female div/dep/mar,guarantor,2,car,29,none,for free,1,skilled,1,none,yes,good
2656,<0,18,existing paid,used car,727,<100,1<=X<4,2,female div/dep/mar,none,2,life insurance,30,none,own,1,unskilled resident,1,yes,yes,bad
2657,>=200,10,existing paid,business,2142,<100,1<=X<4,3,male single,none,4,no known property,25,none,own,2,unskilled resident,1,yes,yes,good
2658,no checking,12,existing paid,radio/tv,4210,<100,<1,2,male single,guarantor,2,car,27,none,rent,1,skilled,1,yes,yes,good
2659,0<=X<200,30,critical/other existing credit,furniture/equipment,3676,<100,1<=X<4,4,male single,none,1,no known property,60,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
2660,<0,6,existing paid,new car,802,<100,4<=X<7,1,male mar/wid,none,4,life insurance,60,none,own,1,skilled,1,yes,yes,bad
2661,<0,24,existing paid,new car,2032,<100,1<=X<4,3,female div/dep/mar,none,4,car,46,bank,own,1,high qualif/self emp/mgmt,1,none,yes,good
2662,no checking,24,critical/other existing credit,furniture/equipment,1056,<100,4<=X<7,3,male single,none,4,car,29,none,own,1,skilled,1,none,yes,good
2663,no checking,21,existing paid,radio/tv,3590,<100,>=7,1,male single,none,1,real estate,41,none,own,2,skilled,1,none,yes,good
2664,0<=X<200,12,no credits/all paid,used car,3979,<100,1<=X<4,4,male div/sep,none,4,no known property,24,none,own,1,unskilled resident,1,none,yes,bad
2665,0<=X<200,21,existing paid,new car,1526,<100,4<=X<7,3,female div/dep/mar,none,1,car,29,none,own,1,skilled,1,yes,yes,bad
2666,no checking,11,critical/other existing credit,furniture/equipment,14027,<100,1<=X<4,2,male mar/wid,none,2,real estate,47,none,for free,1,unemp/unskilled non res,1,none,yes,good
2667,<0,12,existing paid,new car,2570,<100,1<=X<4,4,male single,none,4,car,30,none,own,1,skilled,2,yes,yes,good
2668,0<=X<200,24,critical/other existing credit,new car,3990,<100,<1,4,male single,none,4,car,37,none,own,2,unemp/unskilled non res,1,none,yes,good
2669,no checking,9,critical/other existing credit,radio/tv,1542,<100,1<=X<4,4,male single,none,3,real estate,40,none,for free,2,high qualif/self emp/mgmt,1,none,yes,bad
2670,<0,15,critical/other existing credit,used car,1835,no known savings,>=7,2,male single,none,4,no known property,35,bank,own,1,skilled,1,yes,yes,good
2671,0<=X<200,7,existing paid,furniture/equipment,6458,<100,1<=X<4,1,male single,none,1,car,22,none,own,1,skilled,1,yes,yes,good
2672,0<=X<200,6,critical/other existing credit,business,6836,<100,1<=X<4,4,male single,none,1,car,27,stores,for free,1,skilled,1,none,yes,good
2673,<0,24,existing paid,used car,3512,<100,>=7,2,female div/dep/mar,none,1,life insurance,26,none,own,1,unskilled resident,1,none,yes,good
2674,<0,36,critical/other existing credit,business,5103,>=1000,>=7,2,male single,co applicant,2,real estate,47,none,own,1,skilled,1,yes,yes,bad
