id,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
1836,no checking,48,all paid,retraining,1655,500<=X<1000,1<=X<4,4,male single,none,3,life insurance,23,none,rent,1,skilled,1,none,yes,good
1837,no checking,24,critical/other existing credit,furniture/equipment,3590,no known savings,<1,1,female div/dep/mar,guarantor,1,life insurance,24,none,own,2,unskilled resident,1,none,yes,good
1838,no checking,10,existing paid,education,10297,no known savings,>=7,4,male single,none,4,car,33,none,own,1,skilled,1,none,yes,bad
1839,<0,24,critical/other existing credit,used car,6229,<100,<1,2,male single,none,4,car,57,none,own,2,unskilled resident,1,yes,yes,good
1840,0<=X<200,48,existing paid,furniture/equipment,930,<100,1<=X<4,2,female div/dep/mar,none,4,no known property,30,none,own,2,skilled,2,yes,no,good
1841,0<=X<200,12,existing paid,radio/tv,3804,<100,1<=X<4,2,male single,none,4,life insurance,51,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
1842,0<=X<200,12,existing paid,radio/tv,2570,<100,1<=X<4,4,male single,none,2,life insurance,29,none,rent,1,high qualif/self emp/mgmt,2,yes,yes,good
1843,no checking,9,critical/other existing credit,new car,1442,<100,1<=X<4,4,male mar/wid,none,4,car,27,none,own,1,skilled,1,none,yes,good
1844,>=200,12,existing paid,radio/tv,2625,<100,>=7,4,male single,none,3,real estate,37,none,rent,2,skilled,1,none,yes,good
1845,0<=X<200,12,critical/other existing credit,education,4020,<100,>=7,2,female div/dep/mar,none,2,car,31,none,own,2,skilled,1,yes,yes,good
1846,no checking,24,existing paid,radio/tv,4605,<100,1<=X<4,4,male single,none,4,life insurance,25,none,own,1,skilled,1,none,yes,good
1847,<0,24,existing paid,furniture/equipment,2288,no known savings,<1,2,female div/dep/mar,none,2,life insurance,35,none,own,4,skilled,1,none,yes,bad
1848,no checking,9,critical/other existing credit,furniture/equipment,2108,<100,<1,1,male single,guarantor,4,no known property,28,none,for free,2,skilled,1,none,yes,bad
1849,>=200,18,existing paid,radio/tv,3190,>=1000,<1,4,male single,none,1,car,57,none,own,2,skilled,1,none,yes,bad
1850,no checking,36,critical/other existing credit,education,1246,>=1000,>=7,4,male single,none,3,no known property,67,none,rent,2,skilled,1,none,yes,good
1851,<0,6,critical/other existing credit,furniture/equipment,5801,>=1000,>=7,2,male div/sep,none,3,no known property,32,none,own,1,skilled,1,none,yes,good
1852,no checking,12,critical/other existing credit,radio/tv,1108,<100,unemployed,3,male mar/wid,none,2,car,26,none,own,1,skilled,2,none,yes,good
1853,no checking,6,critical/other existing credit,furniture/equipment,1169,>=1000,unemployed,1,female div/dep/mar,none,1,life insurance,32,none,rent,1,skilled,1,none,yes,good
1854,<0,18,critical/other existing credit,radio/tv,1768,<100,<1,1,female div/dep/mar,none,2,car,27,bank,rent,1,skilled,1,none,yes,good
1855,no checking,12,existing paid,business,5804,500<=X<1000,<1,1,female div/dep/mar,none,1,real estate,25,none,for free,1,skilled,1,none,yes,good
1856,no checking,18,critical/other existing credit,furniture/equipment,1437,no known savings,1<=X<4,3,male div/sep,none,4,no known property,53,none,own,1,skilled,1,none,yes,good
1857,0<=X<200,6,existing paid,education,1567,no known savings,>=7,4,female div/dep/mar,none,3,real estate,58,none,own,2,skilled,1,yes,yes,good
1858,no checking,12,delayed previously,new car,1309,<100,>=7,1,female div/dep/mar,none,3,life insurance,23,none,own,1,skilled,1,none,yes,good
1859,<0,6,no credits/all paid,education,1245,<100,>=7,3,female div/dep/mar,none,2,car,30,none,own,1,unemp/unskilled non res,1,yes,yes,bad
1860,<0,36,existing paid,new car,5771,<100,<1,2,male div/sep,none,2,real estate,31,bank,own,1,skilled,1,none,yes,good
1861,no checking,18,critical/other existing credit,used car,1922,<100,unemployed,2,female div/dep/mar,none,2,life insurance,32,none,own,1,skilled,1,none,yes,bad
1862,<0,36,critical/other existing credit,furniture/equipment,2404,no known savings,unemployed,3,male single,none,2,life insurance,40,none,own,1,skilled,1,yes,yes,good
1863,no checking,10,critical/other existing credit,education,15672,<100,4<=X<7,4,female div/dep/mar,none,4,real estate,36,none,own,1,unskilled resident,1,yes,yes,good
1864,0<=X<200,13,existing paid,business,3161,100<=X<500,1<=X<4,4,male single,guarantor,4,car,35,none,own,1,high qualif/self emp/mgmt,1,none,no,good
1865,0<=X<200,18,existing paid,radio/tv,5234,500<=X<1000,<1,2,female div/dep/mar,none,4,life insurance,24,none,own,2,skilled,1,yes,yes,good
1866,no checking,36,existing paid,retraining,2197,no known savings,1<=X<4,1,male single,none,4,car,27,none,own,1,skilled,1,none,yes,good
1867,<0,9,critical/other existing credit,new car,1200,100<=X<500,<1,2,female div/dep/mar,none,2,no known property,75,none,own,2,skilled,1,none,yes,bad
1868,no checking,36,critical/other existing credit,new car,2788,100<=X<500,unemployed,4,female div/dep/mar,none,4,life insurance,50,none,own,2,skilled,1,yes,yes,good
1869,no checking,12,delayed previously,radio/tv,2476,<100,1<=X<4,2,female div/dep/mar,none,4,car,27,none,own,1,skilled,1,none,yes,good
1870,no checking,42,existing paid,radio/tv,1206,<100,<1,4,female div/dep/mar,none,3,car,23,none,rent,1,skilled,1,none,yes,good
1871,no checking,18,no credits/all paid,radio/tv,2964,<100,>=7,4,female div/dep/mar,none,2,car,33,bank,rent,1,skilled,1,none,yes,good
1872,<0,72,critical/other existing credit,furniture/equipment,2762,<100,>=7,1,female div/dep/mar,none,1,life insurance,21,none,own,2,skilled,1,yes,yes,good
1873,no checking,12,existing paid,radio/tv,2662,<100,>=7,4,female div/dep/mar,none,4,real estate,22,bank,rent,1,skilled,1,none,no,bad
1874,no checking,24,no credits/all paid,radio/tv,1484,<100,4<=X<7,4,male single,none,3,car,23,none,rent,1,unskilled resident,1,yes,yes,good
1875,no checking,18,existing paid,radio/tv,783,<100,>=7,2,male div/sep,none,2,real estate,33,none,own,2,skilled,1,none,yes,bad
1876,no checking,12,critical/other existing credit,radio/tv,1927,100<=X<500,>=7,2,male single,none,4,real estate,23,bank,own,1,skilled,1,yes,yes,good
1877,0<=X<200,10,critical/other existing credit,new car,5595,<100,1<=X<4,4,male mar/wid,none,4,life insurance,34,none,own,1,skilled,2,yes,yes,bad
1878,no checking,54,critical/other existing credit,new car,2957,<100,4<=X<7,4,male single,none,4,life insurance,48,none,own,1,unskilled resident,2,none,yes,good
1879,no checking,24,critical/other existing credit,new car,1521,<100,1<=X<4,4,male single,none,2,car,28,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
1880,no checking,6,delayed previously,business,3757,<100,>=7,4,male single,none,2,real estate,55,none,own,1,unskilled resident,1,none,yes,good
1881,no checking,15,critical/other existing credit,radio/tv,2136,100<=X<500,1<=X<4,4,male mar/wid,none,4,life insurance,29,stores,for free,2,skilled,1,none,yes,good
1882,<0,24,critical/other existing credit,radio/tv,2333,no known savings,<1,3,male single,none,4,life insurance,34,none,own,1,skilled,2,none,yes,good
1883,<0,15,existing paid,new car,2424,<100,>=7,2,female div/dep/mar,none,1,life insurance,23,none,own,1,unskilled resident,1,none,yes,good
1884,<0,15,existing paid,radio/tv,2991,100<=X<500,4<=X<7,4,male single,none,4,life insurance,33,none,own,2,skilled,1,none,yes,bad
1885,>=200,6,existing paid,used car,1393,no known savings,1<=X<4,4,male single,none,2,no known property,38,none,own,1,skilled,1,none,yes,good
1886,0<=X<200,12,all paid,education,2577,<100,1<=X<4,2,male single,none,1,life insurance,64,none,for free,1,skilled,1,yes,yes,bad
1887,no checking,18,existing paid,repairs,3643,<100,>=7,1,male single,none,3,no known property,74,none,own,1,unskilled resident,1,yes,yes,good
1888,no checking,6,existing paid,furniture/equipment,5045,no known savings,1<=X<4,4,male single,none,3,life insurance,60,none,own,1,skilled,1,none,yes,good
1889,>=200,15,existing paid,radio/tv,5842,<100,1<=X<4,2,male mar/wid,none,1,car,29,none,own,2,skilled,1,none,yes,good
1890,0<=X<200,48,critical/other existing credit,furniture/equipment,3552,no known savings,1<=X<4,1,male single,none,2,car,37,bank,own,1,skilled,2,none,yes,good
1891,no checking,12,existing paid,used car,983,<100,1<=X<4,4,male single,none,4,real estate,43,none,own,2,skilled,1,none,yes,good
1892,no checking,24,critical/other existing credit,furniture/equipment,9857,<100,4<=X<7,4,female div/dep/mar,none,2,car,28,bank,own,1,skilled,1,yes,yes,good
1893,0<=X<200,48,existing paid,radio/tv,1382,<100,1<=X<4,4,male mar/wid,none,3,car,34,none,own,1,skilled,1,none,yes,good
1894,0<=X<200,30,existing paid,used car,2799,<100,4<=X<7,4,male mar/wid,none,3,no known property,31,none,own,2,skilled,1,none,yes,good
1895,>=200,9,all paid,business,2223,<100,1<=X<4,4,female div/dep/mar,none,2,no known property,51,none,own,1,skilled,1,none,yes,good
1896,<0,18,critical/other existing credit,radio/tv,2221,no known savings,1<=X<4,4,male single,none,4,life insurance,39,none,own,2,skilled,2,none,yes,good
1897,no checking,10,critical/other existing credit,furniture/equipment,4526,<100,1<=X<4,1,male single,none,4,life insurance,36,none,own,2,skilled,1,none,yes,good
1898,0<=X<200,36,existing paid,business,9566,<100,<1,2,male single,none,4,life insurance,23,none,own,4,unskilled resident,2,none,yes,bad
1899,no checking,18,critical/other existing credit,radio/tv,5302,500<=X<1000,>=7,4,male single,none,2,car,33,none,rent,1,skilled,1,none,yes,bad
1900,<0,21,existing paid,new car,2748,500<=X<1000,1<=X<4,4,female div/dep/mar,none,3,life insurance,61,none,own,2,skilled,1,none,yes,bad
1901,no checking,36,existing paid,furniture/equipment,5190,<100,>=7,4,male mar/wid,none,4,car,41,none,own,1,skilled,1,yes,yes,good
1902,no checking,6,critical/other existing credit,furniture/equipment,1262,no known savings,1<=X<4,4,male mar/wid,none,4,no known property,27,bank,own,2,skilled,1,yes,yes,good
1903,<0,24,existing paid,education,1158,<100,4<=X<7,3,male mar/wid,co applicant,1,no known property,23,none,for free,2,skilled,1,none,yes,good
1904,no checking,30,critical/other existing credit,radio/tv,4380,<100,1<=X<4,4,male div/sep,none,1,real estate,23,none,own,2,skilled,2,yes,yes,good
1905,no checking,12,critical/other existing credit,new car,1249,<100,>=7,4,male mar/wid,none,2,car,25,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad
1906,0<=X<200,16,critical/other existing credit,new car,3077,no known savings,>=7,2,male single,none,2,no known property,24,stores,own,1,skilled,2,yes,yes,good
1907,no checking,30,existing paid,radio/tv,894,>=1000,>=7,2,male mar/wid,none,3,real estate,23,bank,own,2,skilled,1,none,yes,good
1908,no checking,24,critical/other existing credit,radio/tv,1444,no known savings,4<=X<7,2,male single,none,3,real estate,28,none,rent,1,skilled,2,none,yes,good
1909,no checking,42,critical/other existing credit,new car,1984,500<=X<1000,>=7,4,male single,guarantor,2,no known property,26,bank,own,1,skilled,1,none,yes,good
1910,no checking,30,critical/other existing credit,radio/tv,2406,<100,<1,1,female div/dep/mar,none,2,life insurance,40,bank,own,2,skilled,1,yes,yes,good
1911,>=200,45,critical/other existing credit,radio/tv,3384,<100,4<=X<7,1,male single,none,2,no known property,25,none,for free,1,skilled,2,none,yes,good
1912,no checking,60,existing paid,retraining,9960,>=1000,>=7,3,male mar/wid,none,4,no known property,58,none,own,1,skilled,2,none,yes,bad
1913,<0,12,existing paid,used car,1239,no known savings,1<=X<4,4,male single,guarantor,2,life insurance,29,none,own,2,skilled,1,yes,yes,bad
1914,<0,15,existing paid,used car,5152,<100,<1,4,male single,none,2,real estate,33,none,own,1,skilled,1,yes,yes,bad
1915,0<=X<200,9,existing paid,furniture/equipment,9055,<100,1<=X<4,4,female div/dep/mar,none,4,car,22,none,own,1,skilled,1,yes,yes,good
1916,0<=X<200,18,existing paid,radio/tv,1092,500<=X<1000,4<=X<7,3,female div/dep/mar,none,1,life insurance,39,none,own,1,unskilled resident,1,none,yes,good
1917,>=200,27,existing paid,education,1295,500<=X<1000,<1,1,male single,none,2,car,33,none,for free,2,skilled,1,yes,yes,good
1918,no checking,60,critical/other existing credit,radio/tv,3244,<100,>=7,4,male single,none,2,real estate,26,none,own,1,skilled,1,none,yes,good
1919,>=200,24,existing paid,radio/tv,4933,<100,<1,4,male div/sep,none,2,real estate,26,none,own,1,skilled,1,none,yes,good
1920,0<=X<200,15,existing paid,radio/tv,2384,<100,>=7,4,male mar/wid,none,4,real estate,40,none,rent,1,unskilled resident,2,none,yes,good
1921,no checking,24,no credits/all paid,education,3448,<100,1<=X<4,4,male div/sep,none,2,no known property,29,none,for free,2,skilled,1,none,yes,bad
1922,<0,12,critical/other existing credit,radio/tv,1028,no known savings,4<=X<7,4,male mar/wid,none,1,car,33,bank,own,2,skilled,1,none,yes,bad
1923,no checking,36,existing paid,radio/tv,8588,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,48,none,own,1,skilled,1,none,yes,good
1924,0<=X<200,24,existing paid,business,2032,<100,<1,2,male single,none,3,car,36,bank,rent,2,skilled,1,yes,yes,good
1925,<0,10,existing paid,new car,10961,<100,4<=X<7,2,male single,none,4,life insurance,45,none,for free,2,skilled,1,none,yes,good
1926,0<=X<200,14,critical/other existing credit,radio/tv,3029,<100,4<=X<7,3,male div/sep,none,3,real estate,35,bank,for free,2,skilled,2,none,yes,bad
1927,<0,6,existing paid,new car,1154,<100,<1,3,male single,none,2,real estate,39,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
1928,<0,48,all paid,repairs,1797,<100,1<=X<4,3,male single,none,2,no known property,30,none,own,1,skilled,1,none,yes,good
1929,<0,12,existing paid,business,2520,<100,1<=X<4,1,male single,none,3,life insurance,61,none,for free,1,skilled,2,yes,yes,bad
1930,no checking,18,existing paid,radio/tv,3105,<100,1<=X<4,3,female div/dep/mar,none,4,no known property,39,none,own,1,skilled,1,yes,yes,bad
1931,0<=X<200,18,delayed previously,furniture/equipment,4151,no known savings,>=7,4,female div/dep/mar,none,3,real estate,23,none,own,1,skilled,1,none,yes,bad
1932,>=200,24,critical/other existing credit,education,3496,no known savings,<1,4,female div/dep/mar,none,4,car,28,none,rent,1,unskilled resident,1,none,yes,good
1933,>=200,24,existing paid,radio/tv,1358,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,30,none,own,2,high qualif/self emp/mgmt,1,none,yes,bad
1934,0<=X<200,18,existing paid,radio/tv,3331,500<=X<1000,>=7,4,male single,guarantor,4,life insurance,25,bank,own,1,skilled,1,yes,yes,good
1935,no checking,18,delayed previously,used car,1893,no known savings,1<=X<4,4,male single,none,2,car,52,none,own,2,skilled,2,none,yes,bad
1936,<0,27,existing paid,furniture/equipment,2820,no known savings,<1,3,male single,none,2,car,22,none,own,1,skilled,1,none,yes,good
1937,<0,15,delayed previously,used car,701,>=1000,<1,3,male single,none,3,real estate,40,none,own,1,skilled,1,yes,yes,bad
1938,<0,48,existing paid,furniture/equipment,1743,<100,>=7,2,male single,none,1,car,26,none,own,1,skilled,1,none,no,good
1939,no checking,18,existing paid,radio/tv,1190,<100,<1,2,male single,none,4,no known property,48,none,rent,1,skilled,2,yes,yes,good
1940,<0,24,existing paid,radio/tv,958,no known savings,1<=X<4,4,male single,none,2,life insurance,59,none,own,1,unskilled resident,1,yes,yes,bad
1941,>=200,12,all paid,radio/tv,6887,<100,>=7,4,male single,none,4,no known property,44,none,rent,2,unskilled resident,2,yes,yes,good
1942,no checking,48,existing paid,radio/tv,1449,<100,1<=X<4,4,male single,none,4,life insurance,32,none,own,2,unskilled resident,1,yes,yes,bad
1943,no checking,18,critical/other existing credit,new car,2812,<100,1<=X<4,4,male single,none,3,real estate,31,bank,rent,2,unskilled resident,1,yes,yes,good
1944,no checking,24,existing paid,used car,2782,<100,1<=X<4,2,male div/sep,co applicant,4,life insurance,29,none,own,1,skilled,1,yes,yes,good
1945,no checking,27,all paid,radio/tv,1318,<100,1<=X<4,4,female div/dep/mar,none,4,car,24,none,own,2,skilled,1,none,yes,good
1946,0<=X<200,12,critical/other existing credit,furniture/equipment,719,100<=X<500,1<=X<4,4,male single,none,4,car,29,stores,own,3,skilled,1,none,yes,good
1947,<0,12,existing paid,used car,6615,<100,unemployed,4,female div/dep/mar,none,2,life insurance,34,none,rent,1,high qualif/self emp/mgmt,1,none,yes,bad
1948,>=200,11,existing paid,used car,433,no known savings,1<=X<4,4,male single,none,2,no known property,26,none,for free,1,skilled,1,none,yes,good
1949,no checking,18,critical/other existing credit,radio/tv,741,<100,<1,4,male single,none,3,car,34,none,own,1,skilled,1,yes,yes,good
1950,0<=X<200,48,critical/other existing credit,furniture/equipment,2775,no known savings,4<=X<7,4,male single,none,4,life insurance,23,none,rent,1,unskilled resident,1,none,yes,bad
1951,<0,12,critical/other existing credit,business,2779,<100,>=7,3,female div/dep/mar,guarantor,1,car,28,stores,rent,1,unskilled resident,1,none,yes,bad
1952,<0,24,delayed previously,radio/tv,7980,<100,4<=X<7,4,male single,none,4,real estate,24,none,own,1,skilled,1,none,yes,bad
1953,>=200,24,delayed previously,radio/tv,2759,<100,unemployed,2,female div/dep/mar,none,2,real estate,24,none,own,2,skilled,1,yes,yes,bad
1954,<0,21,existing paid,new car,1275,100<=X<500,1<=X<4,1,male div/sep,none,2,real estate,38,stores,own,2,skilled,1,yes,yes,good
1955,0<=X<200,18,all paid,used car,2684,<100,1<=X<4,4,male single,none,4,real estate,26,none,own,2,unskilled resident,1,yes,yes,bad
1956,<0,20,all paid,radio/tv,2326,100<=X<500,>=7,1,male mar/wid,none,4,life insurance,30,none,own,3,skilled,1,none,yes,bad
1957,0<=X<200,30,existing paid,new car,1386,<100,<1,4,male single,none,2,no known property,35,stores,own,1,skilled,1,none,yes,bad
1958,0<=X<200,18,delayed previously,new car,1525,<100,1<=X<4,4,male single,none,3,life insurance,38,none,own,1,skilled,1,none,yes,good
1959,<0,15,critical/other existing credit,new car,1047,<100,4<=X<7,4,female div/dep/mar,none,4,life insurance,20,none,rent,1,skilled,1,none,yes,good
1960,no checking,8,existing paid,new car,2859,<100,>=7,2,female div/dep/mar,none,2,car,40,none,own,1,skilled,2,none,yes,bad
1961,<0,24,existing paid,domestic appliance,6148,500<=X<1000,>=7,4,male single,none,4,no known property,27,none,own,2,unskilled resident,1,none,yes,good
1962,<0,15,existing paid,furniture/equipment,3850,<100,1<=X<4,3,female div/dep/mar,none,4,life insurance,33,bank,own,2,skilled,1,yes,yes,good
1963,no checking,12,existing paid,other,1048,no known savings,1<=X<4,2,male single,none,2,real estate,36,none,own,1,skilled,1,yes,yes,good
1964,no checking,20,existing paid,radio/tv,1275,<100,4<=X<7,2,female div/dep/mar,none,4,car,41,none,rent,1,skilled,1,none,yes,good
1965,<0,18,critical/other existing credit,repairs,1098,>=1000,1<=X<4,4,male mar/wid,none,4,life insurance,65,bank,own,2,skilled,1,none,yes,bad
1966,no checking,12,existing paid,new car,1984,<100,1<=X<4,4,male single,none,2,life insurance,35,bank,own,1,high qualif/self emp/mgmt,1,none,yes,good
1967,0<=X<200,12,critical/other existing credit,business,2622,<100,1<=X<4,4,male single,none,2,real estate,52,none,rent,1,skilled,2,none,yes,good
1968,no checking,54,delayed previously,furniture/equipment,4675,no known savings,unemployed,4,male single,guarantor,4,car,28,none,own,1,skilled,1,yes,yes,bad
1969,no checking,48,existing paid,furniture/equipment,2631,no known savings,4<=X<7,4,male mar/wid,none,4,car,24,none,own,1,unskilled resident,2,yes,yes,good
1970,0<=X<200,8,existing paid,furniture/equipment,3069,<100,>=7,2,male single,none,2,car,49,none,own,1,unskilled resident,1,none,yes,good
1971,no checking,24,critical/other existing credit,used car,250,<100,1<=X<4,3,male mar/wid,none,3,car,26,none,own,3,high qualif/self emp/mgmt,1,yes,yes,good
1972,no checking,12,existing paid,furniture/equipment,4139,<100,1<=X<4,3,male single,none,2,car,23,none,own,1,unskilled resident,1,none,yes,bad
1973,<0,48,existing paid,furniture/equipment,932,<100,1<=X<4,1,male single,guarantor,4,real estate,30,none,own,1,unskilled resident,1,none,yes,good
1974,no checking,36,existing paid,radio/tv,1445,<100,1<=X<4,1,female div/dep/mar,none,2,car,30,none,own,1,unskilled resident,2,yes,yes,good
1975,no checking,12,existing paid,new car,3939,<100,<1,4,male single,none,3,real estate,27,none,for free,2,unskilled resident,1,yes,yes,good
1976,no checking,42,critical/other existing credit,business,3565,>=1000,4<=X<7,2,male single,none,2,car,23,none,rent,1,skilled,1,yes,yes,good
1977,no checking,12,existing paid,new car,2331,100<=X<500,4<=X<7,4,male mar/wid,none,2,real estate,26,none,own,1,skilled,1,yes,yes,good
1978,0<=X<200,36,existing paid,business,1391,<100,4<=X<7,1,male single,none,4,no known property,26,none,rent,1,skilled,2,none,yes,good
1979,no checking,16,critical/other existing credit,used car,1893,100<=X<500,1<=X<4,2,female div/dep/mar,none,3,real estate,26,none,rent,3,skilled,1,yes,yes,good
1980,0<=X<200,48,existing paid,new car,2221,<100,>=7,2,male single,none,3,no known property,43,stores,own,2,unskilled resident,1,yes,yes,good
1981,no checking,12,existing paid,radio/tv,1038,<100,unemployed,2,female div/dep/mar,none,4,life insurance,35,bank,own,2,skilled,1,none,yes,good
1982,<0,24,existing paid,radio/tv,1835,100<=X<500,<1,4,male mar/wid,none,4,car,26,none,own,2,skilled,1,yes,yes,bad
1983,no checking,48,existing paid,new car,2100,no known savings,4<=X<7,1,male single,guarantor,4,no known property,21,none,own,1,unskilled resident,1,yes,yes,bad
1984,no checking,48,existing paid,radio/tv,4795,100<=X<500,1<=X<4,4,female div/dep/mar,none,3,life insurance,41,none,rent,1,high qualif/self emp/mgmt,1,none,yes,bad
1985,no checking,10,critical/other existing credit,new car,3446,>=1000,<1,3,male single,none,4,car,36,bank,own,2,skilled,1,yes,yes,good
1986,<0,6,no credits/all paid,radio/tv,338,no known savings,1<=X<4,2,male single,none,4,real estate,27,none,own,1,skilled,1,none,yes,good
1987,no checking,18,critical/other existing credit,new car,900,<100,unemployed,3,male single,guarantor,4,life insurance,50,bank,for free,2,unskilled resident,1,none,yes,bad
1988,<0,6,delayed previously,new car,4455,<100,1<=X<4,2,female div/dep/mar,none,4,real estate,46,none,own,3,unskilled resident,1,none,yes,bad
1989,no checking,21,existing paid,new car,1867,<100,4<=X<7,4,male mar/wid,none,2,real estate,27,none,own,3,skilled,2,yes,yes,good
1990,<0,10,critical/other existing credit,radio/tv,2039,<100,<1,2,female div/dep/mar,none,4,car,35,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,bad
1991,<0,22,existing paid,radio/tv,4746,no known savings,1<=X<4,4,female div/dep/mar,none,2,life insurance,65,none,own,2,skilled,1,yes,yes,good
1992,0<=X<200,30,all paid,furniture/equipment,5742,<100,1<=X<4,4,female div/dep/mar,none,2,life insurance,28,bank,own,1,unskilled resident,1,none,yes,good
1993,no checking,12,critical/other existing credit,new car,8978,<100,<1,3,male single,none,2,car,34,bank,own,1,skilled,1,yes,yes,good
1994,<0,36,existing paid,radio/tv,4686,<100,1<=X<4,3,male single,none,3,no known property,33,none,own,1,skilled,2,yes,yes,good
1995,<0,6,existing paid,new car,2659,no known savings,1<=X<4,1,male div/sep,none,1,no known property,26,none,own,1,skilled,1,yes,yes,good
1996,0<=X<200,36,critical/other existing credit,radio/tv,1228,<100,unemployed,4,female div/dep/mar,guarantor,4,car,25,none,own,1,skilled,1,yes,yes,good
1997,0<=X<200,12,critical/other existing credit,radio/tv,6070,<100,<1,1,male single,none,1,no known property,41,none,own,4,high qualif/self emp/mgmt,1,none,yes,good
1998,<0,18,existing paid,new car,609,<100,>=7,2,male mar/wid,none,4,real estate,27,bank,rent,1,skilled,1,yes,yes,good
1999,no checking,12,delayed previously,radio/tv,1884,<100,1<=X<4,4,male single,none,1,real estate,30,none,rent,1,skilled,1,none,yes,good
2000,no checking,18,existing paid,radio/tv,2150,<100,>=7,4,female div/dep/mar,none,2,life insurance,38,bank,for free,1,unskilled resident,1,none,yes,good
2001,0<=X<200,12,critical/other existing credit,furniture/equipment,11590,<100,>=7,2,female div/dep/mar,none,4,car,42,none,rent,1,unskilled resident,1,none,yes,good
2002,0<=X<200,24,existing paid,radio/tv,2225,no known savings,4<=X<7,4,female div/dep/mar,none,2,no known property,44,none,for free,2,skilled,1,yes,yes,bad
2003,no checking,24,existing paid,new car,1131,no known savings,>=7,2,male single,none,3,real estate,28,bank,own,1,unskilled resident,1,none,yes,bad
2004,0<=X<200,42,critical/other existing credit,furniture/equipment,392,100<=X<500,1<=X<4,4,female div/dep/mar,none,3,life insurance,26,bank,rent,1,unskilled resident,1,none,yes,bad
2005,no checking,12,existing paid,furniture/equipment,727,100<=X<500,1<=X<4,3,male single,none,4,car,30,none,rent,1,skilled,1,none,yes,good
2006,no checking,6,existing paid,furniture/equipment,7409,<100,unemployed,1,female div/dep/mar,none,4,no known property,38,none,own,2,high qualif/self emp/mgmt,2,yes,yes,good
2007,no checking,24,delayed previously,new car,1898,<100,4<=X<7,3,male single,none,3,real estate,42,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
2008,<0,6,no credits/all paid,furniture/equipment,7408,<100,4<=X<7,4,male div/sep,none,3,no known property,26,none,own,2,skilled,2,none,no,good
2009,<0,24,existing paid,furniture/equipment,1521,<100,<1,4,male single,none,4,real estate,23,none,for free,1,skilled,1,yes,yes,good
2010,no checking,6,critical/other existing credit,new car,3074,<100,1<=X<4,3,male div/sep,none,4,life insurance,50,none,own,1,skilled,2,yes,yes,good
2011,0<=X<200,12,existing paid,radio/tv,5943,100<=X<500,1<=X<4,4,female div/dep/mar,none,2,real estate,37,none,rent,1,skilled,1,yes,yes,good
2012,no checking,12,existing paid,new car,3509,no known savings,4<=X<7,3,male single,none,2,real estate,30,none,own,2,skilled,1,none,yes,good
2013,<0,6,all paid,business,1433,no known savings,>=7,2,male single,none,4,real estate,23,none,for free,1,high qualif/self emp/mgmt,2,yes,yes,good
2014,<0,6,existing paid,used car,11328,<100,1<=X<4,4,male mar/wid,guarantor,4,real estate,28,none,own,1,unskilled resident,2,yes,yes,good
2015,no checking,12,existing paid,new car,12612,>=1000,<1,4,male single,none,2,life insurance,58,none,own,1,skilled,2,yes,yes,bad
2016,>=200,6,existing paid,furniture/equipment,4530,<100,4<=X<7,2,female div/dep/mar,none,3,life insurance,24,none,own,1,unskilled resident,1,none,yes,bad
2017,0<=X<200,15,critical/other existing credit,furniture/equipment,3949,100<=X<500,4<=X<7,1,female div/dep/mar,none,4,car,26,none,own,2,skilled,1,yes,yes,good
2018,no checking,12,delayed previously,new car,2333,<100,<1,4,male single,none,1,real estate,36,none,own,2,unskilled resident,2,yes,yes,good
2019,no checking,24,all paid,used car,250,<100,>=7,3,male single,none,3,life insurance,66,stores,rent,1,skilled,1,none,no,good
2020,<0,21,existing paid,radio/tv,2406,<100,unemployed,3,male single,none,2,car,26,none,own,1,skilled,1,none,yes,good
2021,0<=X<200,24,existing paid,radio/tv,1414,<100,>=7,2,male single,none,4,life insurance,25,none,own,1,unskilled resident,1,yes,yes,good
2022,0<=X<200,15,existing paid,domestic appliance,5800,500<=X<1000,1<=X<4,4,female div/dep/mar,guarantor,3,real estate,38,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
2023,0<=X<200,18,existing paid,furniture/equipment,1804,<100,4<=X<7,3,female div/dep/mar,none,2,real estate,28,stores,own,1,skilled,1,none,yes,good
2024,>=200,15,existing paid,new car,1149,no known savings,>=7,4,male single,none,2,real estate,54,none,own,2,skilled,1,yes,yes,bad
2025,<0,36,critical/other existing credit,radio/tv,2969,100<=X<500,1<=X<4,3,male single,none,4,life insurance,37,none,own,1,skilled,1,yes,yes,good
2026,<0,24,critical/other existing credit,used car,6187,<100,1<=X<4,2,female div/dep/mar,none,4,life insurance,38,none,own,1,skilled,1,none,yes,good
